user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EHA05415_bin.360.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	ANI	classification based on placement in class-level tree	GCA_023667385.1, s__UBA6857 sp023667385, 95.0, 77.46, 0.18; GCA_934552855.1, s__UBA6857 sp934552855, 95.0, 77.23, 0.257; GCA_934561055.1, s__UBA6857 sp934561055, 95.0, 77.11, 0.249; GCA_016293225.1, s__UBA6857 sp016293225, 95.0, 77.03, 0.186; GCA_002438505.1, s__UBA6857 sp002438505, 95.0, 76.98, 0.216; GCA_015066105.1, s__UBA6857 sp015066105, 95.0, 76.95, 0.177; GCA_017522205.1, s__UBA6857 sp017522205, 95.0, 76.91, 0.093; GCA_002451715.1, s__UBA6857 sp002451715, 95.0, 76.87, 0.225; GCA_017472225.1, s__UBA6857 sp017472225, 95.0, 76.87, 0.165; GCA_017517865.1, s__UBA6857 sp017517865, 95.0, 76.83, 0.162; GCA_934511365.1, s__UBA6857 sp934511365, 95.0, 76.83, 0.257; GCA_016292705.1, s__UBA6857 sp016292705, 95.0, 76.8, 0.21; GCA_934525065.1, s__UBA6857 sp934525065, 95.0, 76.74, 0.204; GCA_023665555.1, s__UBA6857 sp023665555, 95.0, 76.72, 0.162; GCA_016292455.1, s__UBA6857 sp016292455, 95.0, 76.69, 0.153; GCA_017425745.1, s__UBA6857 sp017425745, 95.0, 76.68, 0.123; GCA_902786285.1, s__UBA6857 sp902786285, 95.0, 76.6, 0.075; GCA_934541115.1, s__UBA6857 sp934541115, 95.0, 76.55, 0.195; GCA_017435665.1, s__UBA6857 sp017435665, 95.0, 76.53, 0.111; GCA_016292575.1, s__UBA6857 sp016292575, 95.0, 76.52, 0.18; GCA_017452785.1, s__UBA6857 sp017452785, 95.0, 76.49, 0.135; GCA_017473435.1, s__UBA6857 sp017473435, 95.0, 76.45, 0.117; GCA_902761265.1, s__UBA6857 sp902761265, 95.0, 76.45, 0.078; GCA_900767015.1, s__UBA6857 sp900767015, 95.0, 76.44, 0.15; GCA_017396515.1, s__UBA6857 sp017396515, 95.0, 76.38, 0.12; GCA_015066045.1, s__UBA6857 sp015066045, 95.0, 76.37, 0.078; GCA_017434855.1, s__UBA6857 sp017434855, 95.0, 76.36, 0.06; GCA_902774035.1, s__UBA6857 sp902774035, 95.0, 76.35, 0.072; GCA_902792985.1, s__UBA6857 sp902792985, 95.0, 76.32, 0.057; GCA_017631745.1, s__UBA6857 sp017631745, 95.0, 76.31, 0.09; GCA_022779945.1, s__UBA6857 sp022779945, 95.0, 76.27, 0.135; GCA_017474045.1, s__UBA6857 sp017474045, 95.0, 76.23, 0.162; GCA_017397845.1, s__UBA6857 sp017397845, 95.0, 76.22, 0.066; GCA_017454485.1, s__UBA6857 sp017454485, 95.0, 76.21, 0.084; GCA_017544665.1, s__UBA6857 sp017544665, 95.0, 76.16, 0.045; GCA_017555765.1, s__UBA6857 sp017555765, 95.0, 76.16, 0.096; GCA_016290665.1, s__UBA6857 sp016290665, 95.0, 76.14, 0.054; GCA_900768075.1, s__UBA6857 sp900768075, 95.0, 76.1, 0.093; GCA_015066015.1, s__UBA6857 sp015066015, 95.0, 75.98, 0.126; GCA_017436375.1, s__UBA6857 sp017436375, 95.0, 75.97, 0.075; GCA_024404055.1, s__UBA6857 sp024404055, 95.0, 75.86, 0.081; GCA_902772935.1, s__UBA6857 sp902772935, 95.0, 75.85, 0.072; GCA_017516315.1, s__UBA6857 sp017516315, 95.0, 75.64, 0.078; GCA_900555805.1, s__UBA6857 sp900555805, 95.0, 75.62, 0.039	52.1	11	0.93493	N/A
EHA05415_bin.361.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	59.44	11	0.88334	N/A
EHA05415_bin.363.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum;s__	ANI	classification based on placement in class-level tree	GCA_017421915.1, s__Cellulosilyticum sp017421915, 95.0, 78.57, 0.159; GCA_017941635.1, s__Cellulosilyticum sp017941635, 95.0, 77.85, 0.206; GCA_934725855.1, s__Cellulosilyticum sp934725855, 95.0, 77.65, 0.203; GCA_015058045.1, s__Cellulosilyticum sp015058045, 95.0, 77.6, 0.233; GCA_018883705.1, s__Cellulosilyticum pullistercoris, 95.0, 77.57, 0.172; GCA_023393125.1, s__Cellulosilyticum sp023393125, 95.0, 77.53, 0.167; GCA_900556665.1, s__Cellulosilyticum sp900556665, 95.0, 77.38, 0.1; GCF_001311925.1, s__Cellulosilyticum ruminicola, 95.0, 77.33, 0.174; GCA_023412455.1, s__Cellulosilyticum sp023412455, 95.0, 77.24, 0.076; GCA_019418225.1, s__Cellulosilyticum sp019418225, 95.0, 77.11, 0.154; GCF_000178835.2, s__Cellulosilyticum lentocellum, 95.0, 77.09, 0.179; GCA_023436395.1, s__Cellulosilyticum sp023436395, 95.0, 76.97, 0.167; GCA_023457875.1, s__Cellulosilyticum sp023457875, 95.0, 76.84, 0.074; GCA_002735925.1, s__Cellulosilyticum sp002735925, 95.0, 76.58, 0.091; GCA_023415525.1, s__Cellulosilyticum sp023415525, 95.0, 76.19, 0.037	48.48	11	0.95588	N/A
EHA05415_bin.368.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG701;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG701;s__	ANI	classification based on placement in class-level tree	GCA_017502135.1, s__SIG701 sp017502135, 95.0, 77.63, 0.04; GCA_017466375.1, s__SIG701 sp017466375, 95.0, 77.27, 0.104; GCA_015063645.1, s__SIG701 sp015063645, 95.0, 77.25, 0.196; GCA_017468385.1, s__SIG701 sp017468385, 95.0, 76.71, 0.135; GCA_016288155.1, s__SIG701 sp016288155, 95.0, 75.89, 0.092	57.56	11	0.92659	N/A
EHA05415_bin.37.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	41.63	11	0.87867	N/A
EHA05415_bin.377.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	27.85	11	0.88799	N/A
EHA05415_bin.379.fa	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG14219;s__	N/A	N/A	N/A	N/A	N/A	GCA_017942035.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG14219;s__RUG14219 sp017942035	77.21	0.289	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG14219;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022641775.1, s__RUG14219 sp022641775, 95.0, 77.16, 0.265; GCA_902796925.1, s__RUG14219 sp902796925, 95.0, 76.1, 0.125	52.37	11	0.92381	N/A
EHA05415_bin.384.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	ANI	classification based on placement in class-level tree	GCA_017467805.1, s__COE1 sp017467805, 95.0, 77.65, 0.193; GCA_017440575.1, s__COE1 sp017440575, 95.0, 77.63, 0.165; GCA_017424235.1, s__COE1 sp017424235, 95.0, 77.41, 0.162; GCA_017436865.1, s__COE1 sp017436865, 95.0, 77.38, 0.178; GCA_022788085.1, s__COE1 sp022788085, 95.0, 77.36, 0.202; GCA_001916965.1, s__COE1 sp001916965, 95.0, 77.18, 0.14; GCA_015056925.1, s__COE1 sp015056925, 95.0, 77.09, 0.184; GCA_900753305.1, s__COE1 sp900753305, 95.0, 77.01, 0.134; GCA_910588755.1, s__COE1 sp910588755, 95.0, 76.76, 0.04; GCA_910578795.1, s__COE1 sp910578795, 95.0, 76.66, 0.056; GCA_023664265.1, s__COE1 sp023664265, 95.0, 76.65, 0.022; GCA_014804345.1, s__COE1 sp014804345, 95.0, 76.65, 0.028; GCA_014804225.1, s__COE1 sp014804225, 95.0, 76.58, 0.053; GCA_910577115.1, s__COE1 sp910577115, 95.0, 76.54, 0.047; GCA_000403335.2, s__COE1 sp000403335, 95.0, 76.54, 0.05; GCA_017622845.1, s__COE1 sp017622845, 95.0, 76.45, 0.106; GCA_910586585.1, s__COE1 sp910586585, 95.0, 76.44, 0.069; GCA_002492295.1, s__COE1 sp002492295, 95.0, 76.43, 0.04; GCA_910579275.1, s__COE1 sp910579275, 95.0, 76.42, 0.056; GCA_910583965.1, s__COE1 sp003513705, 95.0, 76.42, 0.075; GCA_009774395.1, s__COE1 sp009774395, 95.0, 76.41, 0.031; GCA_910586715.1, s__COE1 sp910586715, 95.0, 76.37, 0.04; GCA_014239155.1, s__COE1 sp014239155, 95.0, 76.36, 0.078; GCA_002490665.1, s__COE1 sp002490665, 95.0, 76.31, 0.056; GCA_002491195.1, s__COE1 sp002491195, 95.0, 76.24, 0.034; GCA_000403215.2, s__COE1 sp000403215, 95.0, 76.18, 0.044; GCA_910586405.1, s__COE1 sp910586405, 95.0, 76.12, 0.044; GCA_002358575.1, s__COE1 sp002358575, 95.0, 76.12, 0.065; GCA_021770755.1, s__COE1 sp021770755, 95.0, 76.06, 0.056; GCA_011959805.1, s__COE1 sp011959805, 95.0, 76.05, 0.065; GCA_009774375.1, s__COE1 sp009774375, 95.0, 76.05, 0.034; GCA_017391545.1, s__COE1 sp017391545, 95.0, 75.94, 0.059; GCA_021202335.1, s__COE1 sp021202335, 95.0, 75.91, 0.04; GCA_910588595.1, s__COE1 sp910588595, 95.0, 75.89, 0.05; GCA_910585765.1, s__COE1 sp910585765, 95.0, 75.72, 0.037; GCA_009774245.1, s__COE1 sp009774245, 95.0, 75.7, 0.044; GCA_910586095.1, s__COE1 sp910586095, 95.0, 75.65, 0.078; GCA_009774345.1, s__COE1 sp009774345, 95.0, 75.04, 0.028	39.38	11	0.9485	N/A
EHA05415_bin.390.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__	ANI	classification based on placement in class-level tree	GCA_944384465.1, s__Onthoplasma sp944384465, 95.0, 78.24, 0.028; GCA_019120295.1, s__Onthoplasma faecipullorum, 95.0, 77.2, 0.039; GCA_944383415.1, s__Onthoplasma sp944383415, 95.0, 76.99, 0.05; GCA_944377165.1, s__Onthoplasma sp944377165, 95.0, 76.99, 0.033; GCA_002406115.1, s__Onthoplasma sp002406115, 95.0, 76.91, 0.033; GCA_934747385.1, s__Onthoplasma sp934747385, 95.0, 76.74, 0.061; GCA_934772045.1, s__Onthoplasma sp934772045, 95.0, 76.74, 0.044; GCA_017481235.1, s__Onthoplasma sp017481235, 95.0, 76.61, 0.072; GCA_015069415.1, s__Onthoplasma sp015069415, 95.0, 76.42, 0.044; GCA_934777435.1, s__Onthoplasma sp934777435, 95.0, 76.39, 0.05; GCA_944377485.1, s__Onthoplasma sp944377485, 95.0, 76.36, 0.039; GCA_015055745.1, s__Onthoplasma sp015055745, 95.0, 76.33, 0.044; GCA_944377145.1, s__Onthoplasma sp944377145, 95.0, 76.29, 0.117; GCA_934746715.1, s__Onthoplasma sp934746715, 95.0, 76.28, 0.083; GCA_944377305.1, s__Onthoplasma sp944377305, 95.0, 76.26, 0.033; GCA_018715225.1, s__Onthoplasma faecigallinarum, 95.0, 76.19, 0.044; GCA_934754375.1, s__Onthoplasma sp934754375, 95.0, 76.13, 0.072; GCA_944384445.1, s__Onthoplasma sp944384445, 95.0, 76.03, 0.083; GCA_944383245.1, s__Onthoplasma sp944383245, 95.0, 75.91, 0.05; GCA_017473285.1, s__Onthoplasma sp017473285, 95.0, 75.9, 0.05; GCA_944377465.1, s__Onthoplasma sp944377465, 95.0, 75.7, 0.028; GCA_944381155.1, s__Onthoplasma sp944381155, 95.0, 75.48, 0.033; GCA_017531805.1, s__Onthoplasma sp017531805, 95.0, 75.09, 0.05; GCA_017505165.1, s__Onthoplasma sp017505165, 95.0, 74.96, 0.033; GCA_934725795.1, s__Onthoplasma sp934725795, 95.0, 74.6, 0.039	57.66	11	0.88292	N/A
EHA05415_bin.394.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	60.58	11	0.66279	N/A
EHA05415_bin.398.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004554485.1, s__Angelakisella sp004554485, 95.0, 80.32, 0.525; GCA_900547385.1, s__Angelakisella sp900547385, 95.0, 79.8, 0.551; GCA_004557855.1, s__Angelakisella sp004557855, 95.0, 79.68, 0.602; GCA_003453215.1, s__Angelakisella sp003453215, 95.0, 78.98, 0.356; GCA_900552845.1, s__Angelakisella sp900552845, 95.0, 78.82, 0.415; GCA_934524965.1, s__Angelakisella sp934524965, 95.0, 78.61, 0.475; GCA_020025195.1, s__Angelakisella sp020025195, 95.0, 78.43, 0.356; GCA_022794295.1, s__Angelakisella sp022794295, 95.0, 76.74, 0.093; GCF_900104675.1, s__Angelakisella massiliensis, 95.0, 76.63, 0.127; GCA_022795575.1, s__Angelakisella sp022795575, 95.0, 76.56, 0.136; GCA_904420255.1, s__Angelakisella sp904420255, 95.0, 76.47, 0.102; GCA_023451415.1, s__Angelakisella sp023451415, 95.0, 76.28, 0.085; GCA_910585535.1, s__Angelakisella sp910585535, 95.0, 76.17, 0.11; GCA_019423445.1, s__Angelakisella sp019423445, 95.0, 76.09, 0.076; GCA_910585525.1, s__Angelakisella sp910585525, 95.0, 76.05, 0.178; GCA_023431215.1, s__Angelakisella sp023431215, 95.0, 75.98, 0.085; GCA_013316495.1, s__Angelakisella sp013316495, 95.0, 75.95, 0.068; GCA_021769525.1, s__Angelakisella sp021769525, 95.0, 75.5, 0.136; GCA_020024555.1, s__Angelakisella sp020024555, 95.0, 74.54, 0.002	53.76	11	0.95282	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA05415_bin.40.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_017416795.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter sp017416795	77.08	0.053	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015058205.1, s__Lentihominibacter sp015058205, 95.0, 81.38, 0.011; GCA_902796875.1, s__Lentihominibacter sp902796875, 95.0, 80.35, 0.003; GCA_902766185.1, s__Lentihominibacter sp902766185, 95.0, 79.04, 0.021; GCA_902362435.1, s__Lentihominibacter sp900066305, 95.0, 78.9, 0.011; GCA_934247125.1, s__Lentihominibacter sp934247125, 95.0, 78.41, 0.032; GCA_017432345.1, s__Lentihominibacter sp017432345, 95.0, 77.92, 0.021; GCA_905193765.1, s__Lentihominibacter sp905193765, 95.0, 77.9, 0.021; GCA_934255435.1, s__Lentihominibacter sp934255435, 95.0, 77.72, 0.032; GCA_017457585.1, s__Lentihominibacter sp017457585, 95.0, 77.64, 0.021; GCA_017459895.1, s__Lentihominibacter sp017459895, 95.0, 77.58, 0.032; GCA_902772685.1, s__Lentihominibacter sp902772685, 95.0, 77.42, 0.021; GCA_022780965.1, s__Lentihominibacter sp022780965, 95.0, 77.35, 0.021; GCA_022763735.1, s__Lentihominibacter sp022763735, 95.0, 77.03, 0.043; GCA_017431395.1, s__Lentihominibacter sp017431395, 95.0, 76.83, 0.021; GCA_022773945.1, s__Lentihominibacter sp022773945, 95.0, 76.83, 0.032; GCA_934277495.1, s__Lentihominibacter sp934277495, 95.0, 76.82, 0.043; GCA_017431785.1, s__Lentihominibacter sp017431785, 95.0, 76.68, 0.021; GCF_014306095.1, s__Lentihominibacter faecis, 95.0, 76.48, 0.043; GCA_902763505.1, s__Lentihominibacter sp902763505, 95.0, 76.23, 0.043; GCA_018714925.1, s__Lentihominibacter excrementigallinarum, 95.0, 76.2, 0.043; GCA_017404365.1, s__Lentihominibacter sp017404365, 95.0, 76.16, 0.021; GCA_018065295.1, s__Lentihominibacter sp018065295, 95.0, 76.15, 0.043; GCA_902795135.1, s__Lentihominibacter sp902795135, 95.0, 75.92, 0.032; GCA_910585135.1, s__Lentihominibacter sp910585135, 95.0, 75.88, 0.074; GCA_900542385.1, s__Lentihominibacter excrementavium, 95.0, 75.79, 0.053; GCA_021769545.1, s__Lentihominibacter sp021769545, 95.0, 75.69, 0.021; GCA_934281605.1, s__Lentihominibacter sp934281605, 95.0, 75.64, 0.053; GCA_024403185.1, s__Lentihominibacter sp024403185, 95.0, 75.49, 0.011; GCF_014385065.1, s__Lentihominibacter hominis, 95.0, 75.44, 0.064; GCA_015058145.1, s__Lentihominibacter sp015058145, 95.0, 75.35, 0.043; GCA_017433375.1, s__Lentihominibacter sp017433375, 95.0, 75.34, 0.005; GCA_017438285.1, s__Lentihominibacter sp017438285, 95.0, 75.17, 0.006; GCA_024403155.1, s__Lentihominibacter sp024403155, 95.0, 74.6, 0.021; GCA_900543485.1, s__Lentihominibacter excrementipullorum, 95.0, 74.57, 0.011; GCA_902797095.1, s__Lentihominibacter sp902797095, 95.0, 74.54, 0.021; GCA_012513435.1, s__Lentihominibacter sp012513435, 95.0, 74.54, 0.064; GCA_902787725.1, s__Lentihominibacter sp902787725, 95.0, 74.46, 0.021; GCA_902797195.1, s__Lentihominibacter sp902797195, 95.0, 74.42, 0.011; GCA_002310095.1, s__Lentihominibacter sp002310095, 95.0, 74.41, 0.011; GCA_902786815.1, s__Lentihominibacter sp902786815, 95.0, 74.41, 0.001; GCA_022775805.1, s__Lentihominibacter sp022775805, 95.0, 74.36, 0.002	51.28	11	0.9543	N/A
EHA05415_bin.400.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG673;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG673;s__	ANI	classification based on placement in class-level tree	GCA_944393415.1, s__SIG673 sp944393415, 95.0, 78.23, 0.07; GCA_944391815.1, s__SIG673 sp944391815, 95.0, 77.48, 0.073; GCA_944381115.1, s__SIG673 sp944381115, 95.0, 77.38, 0.07; GCA_017502875.1, s__SIG673 sp017502875, 95.0, 77.23, 0.078; GCA_017503165.1, s__SIG673 sp017503165, 95.0, 76.91, 0.07; GCA_015064245.1, s__SIG673 sp015064245, 95.0, 76.89, 0.108; GCA_944381095.1, s__SIG673 sp944381095, 95.0, 76.19, 0.076	56.19	11	0.90303	N/A
EHA05415_bin.402.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.33	11	0.87329	N/A
EHA05415_bin.405.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__	N/A	N/A	N/A	N/A	N/A	GCA_944350485.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__RUG591 sp944350485	81.75	0.621	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945871105.1, s__RUG591 sp945871105, 95.0, 81.05, 0.613; GCA_934153655.1, s__RUG591 sp934153655, 95.0, 79.93, 0.553; GCA_902797275.1, s__RUG591 sp902797275, 95.0, 79.61, 0.549; GCA_934119955.1, s__RUG591 sp934119955, 95.0, 79.5, 0.613; GCA_017472015.1, s__RUG591 sp017472015, 95.0, 78.86, 0.549; GCA_944350445.1, s__RUG591 sp944350445, 95.0, 78.6, 0.526; GCA_017460745.1, s__RUG591 sp017460745, 95.0, 78.1, 0.431; GCA_902782915.1, s__RUG591 sp902782915, 95.0, 78.0, 0.371; GCA_017528315.1, s__RUG591 sp017528315, 95.0, 77.79, 0.478; GCA_900320425.1, s__RUG591 sp900320425, 95.0, 77.68, 0.427	51.88	11	0.97405	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA05415_bin.406.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__	ANI	classification based on placement in class-level tree	GCA_002315975.1, s__UBA738 sp002315975, 95.0, 78.99, 0.18; GCA_018065965.1, s__UBA738 sp018065965, 95.0, 78.6, 0.142; GCA_004557735.1, s__UBA738 sp004557735, 95.0, 78.42, 0.213; GCA_900763675.1, s__UBA738 sp900763675, 95.0, 78.11, 0.18; GCA_934511165.1, s__UBA738 sp934511165, 95.0, 77.87, 0.182; GCA_015068055.1, s__UBA738 sp015068055, 95.0, 77.78, 0.177; GCA_017540645.1, s__UBA738 sp017540645, 95.0, 77.77, 0.132; GCA_003522945.1, s__UBA738 sp003522945, 95.0, 77.72, 0.161; GCA_017411265.1, s__UBA738 sp017411265, 95.0, 77.71, 0.118; GCA_002404605.1, s__UBA738 sp002404605, 95.0, 77.68, 0.199; GCA_017541825.1, s__UBA738 sp017541825, 95.0, 77.48, 0.165; GCA_902768805.1, s__UBA738 sp902768805, 95.0, 77.45, 0.127; GCA_944385885.1, s__UBA738 sp944385885, 95.0, 77.44, 0.086; GCA_017455685.1, s__UBA738 sp017455685, 95.0, 77.37, 0.125; GCA_934533005.1, s__UBA738 sp934533005, 95.0, 77.32, 0.134	73.88	11	0.93519	N/A
EHA05415_bin.407.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.16	11	0.87955	N/A
EHA05415_bin.408.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2206;s__	N/A	N/A	N/A	N/A	N/A	GCA_017407645.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2206;s__RGIG2206 sp017407645	77.63	0.151	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2206;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934486615.1, s__RGIG2206 sp934486615, 95.0, 75.48, 0.04	58.31	11	0.94008	N/A
