genome,completeness,contamination,location,length,N50
EHA05391_bin.375.fa.gz,79.66,2.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.375.fa.gz,3569722,26798
EHA05391_bin.587.fa.gz,96.29,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.587.fa.gz,1603789,2710
EHA05391_bin.482.fa.gz,82.52,5.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.482.fa.gz,1533651,27122
EHA05391_bin.268.fa.gz,89.25,0.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.268.fa.gz,1669760,4035
EHA05391_bin.179.fa.gz,91.97,6.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.179.fa.gz,920572,3818
EHA05391_bin.281.fa.gz,93.57,1.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.281.fa.gz,1708237,49343
EHA05391_bin.429.fa.gz,86.98,3.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.429.fa.gz,1556458,73936
EHA05391_bin.336.fa.gz,93.09,0.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.336.fa.gz,2187727,35848
EHA05391_bin.2.fa.gz,70.27,1.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.2.fa.gz,2860213,2095
EHA05391_bin.694.fa.gz,50.0,5.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.694.fa.gz,1934670,3142
EHA05391_bin.29.fa.gz,77.79,0.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.29.fa.gz,2302132,63282
EHA05391_bin.13.fa.gz,80.64,1.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.13.fa.gz,2237012,21539
EHA05391_bin.327.fa.gz,87.72,2.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.327.fa.gz,1070668,39225
EHA05391_bin.171.fa.gz,93.48,0.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.171.fa.gz,1046700,4785
EHA05391_bin.265.fa.gz,72.58,0.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.265.fa.gz,2364161,15644
EHA05391_bin.384.fa.gz,80.81,3.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.384.fa.gz,1949710,75497
EHA05391_bin.473.fa.gz,96.32,0.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.473.fa.gz,1604052,7777
EHA05391_bin.480.fa.gz,86.57,4.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.480.fa.gz,1703773,4167
EHA05391_bin.81.fa.gz,93.73,2.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.81.fa.gz,1126779,3516
EHA05391_bin.114.fa.gz,51.98,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.114.fa.gz,1149177,23168
EHA05391_bin.393.fa.gz,100.0,1.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.393.fa.gz,2385207,26055
EHA05391_bin.598.fa.gz,100.0,1.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.598.fa.gz,2856946,24994
EHA05391_bin.45.fa.gz,98.85,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.45.fa.gz,2406077,7104
EHA05391_bin.286.fa.gz,70.59,1.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.286.fa.gz,2090259,20372
EHA05391_bin.463.fa.gz,97.47,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.463.fa.gz,1954337,24758
EHA05391_bin.483.fa.gz,92.29,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.483.fa.gz,1870787,4325
EHA05391_bin.184.fa.gz,90.33,5.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.184.fa.gz,1188489,46763
EHA05391_bin.616.fa.gz,68.9,4.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.616.fa.gz,1257441,2041
EHA05391_bin.83.fa.gz,69.63,2.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.83.fa.gz,969145,21310
EHA05391_bin.128.fa.gz,68.19,1.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.128.fa.gz,2487856,4717
EHA05391_bin.107.fa.gz,91.97,3.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.107.fa.gz,2265766,8011
EHA05391_bin.284.fa.gz,96.51,0.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.284.fa.gz,2423183,67933
EHA05391_bin.306.fa.gz,91.81,0.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.306.fa.gz,1730363,58398
EHA05391_bin.10.fa.gz,81.77,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.10.fa.gz,2766665,49173
EHA05391_bin.57.fa.gz,96.24,0.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.57.fa.gz,3506534,131308
EHA05391_bin.656.fa.gz,68.76,0.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.656.fa.gz,1609702,5905
EHA05391_bin.373.fa.gz,90.07,4.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.373.fa.gz,2117713,89691
EHA05391_bin.438.fa.gz,99.99,0.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.438.fa.gz,1350260,4183
EHA05391_bin.440.fa.gz,97.57,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.440.fa.gz,2253629,91039
EHA05391_bin.3.fa.gz,77.22,1.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.3.fa.gz,2108391,100326
EHA05391_bin.226.fa.gz,92.18,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.226.fa.gz,1599492,8585
EHA05391_bin.157.fa.gz,76.39,1.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.157.fa.gz,2954239,30273
EHA05391_bin.236.fa.gz,78.19,4.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.236.fa.gz,2716709,10593
EHA05391_bin.192.fa.gz,91.36,4.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.192.fa.gz,2310963,34124
EHA05391_bin.302.fa.gz,97.07,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.302.fa.gz,2297319,28265
EHA05391_bin.488.fa.gz,65.57,0.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.488.fa.gz,2273471,28352
EHA05391_bin.514.fa.gz,88.33,2.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.514.fa.gz,2485723,5501
EHA05391_bin.261.fa.gz,96.54,3.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.261.fa.gz,2619351,20184
EHA05391_bin.627.fa.gz,99.42,1.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.627.fa.gz,1325692,2558
EHA05391_bin.106.fa.gz,60.61,3.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.106.fa.gz,2224842,5363
EHA05391_bin.648.fa.gz,58.41,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.648.fa.gz,1356201,11451
EHA05391_bin.159.fa.gz,90.53,1.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.159.fa.gz,2262626,35676
EHA05391_bin.41.fa.gz,86.14,2.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.41.fa.gz,1698781,4530
EHA05391_bin.581.fa.gz,82.81,2.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.581.fa.gz,1037952,14337
EHA05391_bin.18.fa.gz,83.08,8.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.18.fa.gz,2567033,37438
EHA05391_bin.55.fa.gz,80.55,5.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.55.fa.gz,2351823,62072
EHA05391_bin.588.fa.gz,88.84,4.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.588.fa.gz,1858768,5061
EHA05391_bin.446.fa.gz,82.63,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.446.fa.gz,2249936,47325
EHA05391_bin.12.fa.gz,92.06,0.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.12.fa.gz,1759755,3671
EHA05415_bin.276.fa.gz,90.38,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.276.fa.gz,1206956,6399
EHA05415_bin.382.fa.gz,58.55,0.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.382.fa.gz,1305306,12600
EHA05415_bin.439.fa.gz,82.63,8.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.439.fa.gz,2113308,46313
EHA05415_bin.261.fa.gz,92.59,0.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.261.fa.gz,1582953,114428
EHA05415_bin.257.fa.gz,80.2,2.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.257.fa.gz,1615670,48040
EHA05415_bin.437.fa.gz,92.49,4.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.437.fa.gz,1408408,21576
EHA05415_bin.229.fa.gz,90.99,0.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.229.fa.gz,1582342,25566
EHA05415_bin.389.fa.gz,51.83,0.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.389.fa.gz,1684900,10418
EHA05415_bin.463.fa.gz,93.5,2.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.463.fa.gz,878998,101268
EHA05415_bin.73.fa.gz,79.02,1.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.73.fa.gz,1540459,56789
EHA05415_bin.76.fa.gz,76.79,1.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.76.fa.gz,1774860,7671
EHA05415_bin.326.fa.gz,84.4,5.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.326.fa.gz,971011,79202
EHA05415_bin.287.fa.gz,94.16,0.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.287.fa.gz,1788006,51561
EHA05415_bin.87.fa.gz,93.71,0.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.87.fa.gz,1262229,8628
EHA05415_bin.436.fa.gz,96.79,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.436.fa.gz,1460947,16375
EHA05415_bin.53.fa.gz,56.87,2.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.53.fa.gz,1290023,3941
EHA05415_bin.105.fa.gz,74.59,0.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.105.fa.gz,1432593,44493
EHA05415_bin.397.fa.gz,62.8,2.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.397.fa.gz,1998580,8879
EHA05415_bin.331.fa.gz,64.15,0.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.331.fa.gz,1587425,18598
EHA05415_bin.394.fa.gz,75.59,3.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.394.fa.gz,893481,7224
EHA05415_bin.231.fa.gz,76.74,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.231.fa.gz,2028072,15194
EHA05415_bin.22.fa.gz,98.57,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.22.fa.gz,4203786,147089
EHA05415_bin.259.fa.gz,95.88,8.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.259.fa.gz,1581941,44352
EHA05415_bin.305.fa.gz,89.13,1.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.305.fa.gz,1009255,70088
EHA05415_bin.122.fa.gz,96.26,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.122.fa.gz,1196297,36772
EHA05415_bin.92.fa.gz,66.41,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.92.fa.gz,2003943,17479
EHA05415_bin.75.fa.gz,51.06,1.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.75.fa.gz,1033666,3661
EHA05415_bin.61.fa.gz,89.08,0.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.61.fa.gz,1210384,6309
EHA05415_bin.11.fa.gz,98.46,0.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.11.fa.gz,2462158,48453
EHA05415_bin.134.fa.gz,94.21,3.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.134.fa.gz,2321275,40717
EHA05415_bin.243.fa.gz,98.83,0.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.243.fa.gz,2151579,99909
EHA05415_bin.408.fa.gz,70.54,1.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.408.fa.gz,1510691,5505
EHA05415_bin.1.fa.gz,99.82,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.1.fa.gz,1814002,53424
EHA05415_bin.84.fa.gz,95.11,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.84.fa.gz,1255304,5920
EHA05415_bin.359.fa.gz,89.54,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.359.fa.gz,1287610,7072
EHA05415_bin.245.fa.gz,88.78,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.245.fa.gz,1185956,24157
EHA05415_bin.29.fa.gz,97.08,2.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.29.fa.gz,2013523,52145
EHA05415_bin.137.fa.gz,89.71,1.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.137.fa.gz,1895110,23222
EHA05415_bin.251.fa.gz,78.2,1.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.251.fa.gz,2143517,41770
EHA05415_bin.309.fa.gz,87.69,0.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.309.fa.gz,807492,31580
EHA05415_bin.234.fa.gz,79.44,1.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.234.fa.gz,1641651,54863
EHA05415_bin.392.fa.gz,63.7,5.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.392.fa.gz,1783772,51069
EHA05415_bin.176.fa.gz,80.92,2.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.176.fa.gz,1473655,39247
EHA05415_bin.341.fa.gz,100.0,0.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.341.fa.gz,2216519,74704
EHA05415_bin.318.fa.gz,99.54,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.318.fa.gz,1103726,7864
EHA05415_bin.115.fa.gz,96.13,0.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.115.fa.gz,1939004,32637
EHA05415_bin.28.fa.gz,62.55,0.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.28.fa.gz,1280584,9445
EHA05415_bin.45.fa.gz,97.03,0.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.45.fa.gz,2880686,75583
EHA05415_bin.205.fa.gz,96.68,3.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.205.fa.gz,1223513,15658
EHA05415_bin.457.fa.gz,79.98,3.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.457.fa.gz,1990755,49129
EHA05415_bin.152.fa.gz,78.11,0.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.152.fa.gz,1638656,83204
EHA05415_bin.344.fa.gz,72.03,0.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.344.fa.gz,1750145,27580
EHA05415_bin.3.fa.gz,100.0,0.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.3.fa.gz,2447401,55121
EHA05415_bin.373.fa.gz,60.97,2.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.373.fa.gz,1472719,5272
EHA05415_bin.201.fa.gz,80.36,1.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.201.fa.gz,1808447,35256
EHA05415_bin.60.fa.gz,66.14,2.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.60.fa.gz,1780337,5752
EHA05415_bin.372.fa.gz,68.86,0.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.372.fa.gz,1450002,33336
EHA05415_bin.240.fa.gz,64.26,0.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.240.fa.gz,2255827,96216
EHA05415_bin.482.fa.gz,52.77,7.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.482.fa.gz,548566,5587
EHA05415_bin.338.fa.gz,93.47,0.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.338.fa.gz,2733153,95396
EHA05415_bin.255.fa.gz,91.11,0.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.255.fa.gz,2047589,58593
EHA05415_bin.450.fa.gz,96.91,4.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.450.fa.gz,1758502,56559
EHA05415_bin.250.fa.gz,80.2,1.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.250.fa.gz,1605395,78412
EHA05415_bin.168.fa.gz,96.86,3.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.168.fa.gz,1474870,45982
EHA05415_bin.223.fa.gz,95.83,2.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.223.fa.gz,2556557,34405
EHA05415_bin.413.fa.gz,75.03,0.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.413.fa.gz,1472385,10482
EHA05415_bin.175.fa.gz,91.15,0.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.175.fa.gz,1952110,27659
EHA05415_bin.333.fa.gz,100.0,2.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.333.fa.gz,1680948,19815
EHA05415_bin.83.fa.gz,80.91,3.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.83.fa.gz,1772040,29108
EHA05415_bin.198.fa.gz,81.6,0.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.198.fa.gz,2090264,17270
EHA05415_bin.125.fa.gz,76.33,2.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.125.fa.gz,1941560,22320
EHA05415_bin.330.fa.gz,88.31,2.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.330.fa.gz,891862,30363
EHA05415_bin.296.fa.gz,69.12,1.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.296.fa.gz,2271306,31465
EHA05415_bin.170.fa.gz,78.41,8.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.170.fa.gz,3172663,12711
EHA05415_bin.114.fa.gz,96.63,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.114.fa.gz,1054519,112913
EHA05415_bin.361.fa.gz,97.78,2.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.361.fa.gz,1986422,7974
EHA05415_bin.37.fa.gz,75.97,0.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.37.fa.gz,1392851,3521
EHA05415_bin.265.fa.gz,89.82,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.265.fa.gz,2338736,75005
EHA05415_bin.321.fa.gz,90.08,9.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.321.fa.gz,1483481,12053
EHA05415_bin.301.fa.gz,98.26,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.301.fa.gz,2147691,38636
EHA05415_bin.26.fa.gz,73.1,3.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.26.fa.gz,1652660,4045
EHA05415_bin.446.fa.gz,74.72,0.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.446.fa.gz,1858727,50158
EHA05415_bin.339.fa.gz,97.72,1.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.339.fa.gz,2389796,14059
EHA05415_bin.356.fa.gz,98.77,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.356.fa.gz,1732729,26657
EHA05415_bin.298.fa.gz,74.37,1.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.298.fa.gz,1871639,46806
EHA05415_bin.149.fa.gz,98.61,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.149.fa.gz,2356317,82397
EHA05415_bin.5.fa.gz,60.23,9.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.5.fa.gz,2070044,3690
EHA05415_bin.239.fa.gz,90.63,0.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.239.fa.gz,981830,98794
EHA05415_bin.36.fa.gz,83.12,0.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.36.fa.gz,938745,4365
EHA05415_bin.124.fa.gz,97.04,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.124.fa.gz,2298748,45054
EHA05415_bin.447.fa.gz,71.91,3.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.447.fa.gz,1570600,24620
EHA05415_bin.312.fa.gz,95.56,2.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.312.fa.gz,2633977,10091
EHA05415_bin.100.fa.gz,80.14,3.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.100.fa.gz,1568726,33758
EHA05415_bin.225.fa.gz,97.71,1.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.225.fa.gz,3349641,31325
EHA05415_bin.185.fa.gz,85.18,1.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.185.fa.gz,1206475,8858
EHA05415_bin.106.fa.gz,83.36,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.106.fa.gz,1409364,11039
EHA05415_bin.420.fa.gz,86.57,0.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.420.fa.gz,1658476,4912
EHA05415_bin.388.fa.gz,56.44,2.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.388.fa.gz,1090205,3923
EHA05415_bin.431.fa.gz,99.54,0.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.431.fa.gz,1667066,34678
EHA05415_bin.221.fa.gz,78.89,0.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.221.fa.gz,2633836,49741
EHA05415_bin.203.fa.gz,58.79,0.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.203.fa.gz,1206757,20702
EHA05415_bin.192.fa.gz,95.46,0.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.192.fa.gz,1032815,36019
EHA05415_bin.181.fa.gz,89.56,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.181.fa.gz,2742890,36832
EHA05415_bin.399.fa.gz,54.68,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.399.fa.gz,1566523,8798
EHA05415_bin.63.fa.gz,98.68,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.63.fa.gz,1772285,4236
EHA05415_bin.280.fa.gz,77.66,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.280.fa.gz,1571681,61510
EHA05415_bin.471.fa.gz,56.71,5.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.471.fa.gz,1327768,12076
EHA05415_bin.316.fa.gz,93.35,0.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.316.fa.gz,1933410,74479
EHA05415_bin.336.fa.gz,66.86,2.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.336.fa.gz,1859800,342398
EHA05415_bin.292.fa.gz,85.06,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.292.fa.gz,1574589,28679
EHA05415_bin.20.fa.gz,62.09,9.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.20.fa.gz,1170583,2845
EHA05415_bin.401.fa.gz,61.1,3.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.401.fa.gz,2046752,38103
EHA05415_bin.99.fa.gz,83.44,0.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.99.fa.gz,1424196,11153
EHA05415_bin.130.fa.gz,80.02,0.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.130.fa.gz,1851984,22392
EHA05415_bin.455.fa.gz,94.97,2.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.455.fa.gz,1825874,77976
