Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length
nhnw_bin.376	97041	0.9298796	2756829	47272	0.76198596	2756829	2778	0.070715666	2756829	1860	0.038515627	2756829	7306	0.20086557	2756829	82	0.001638114	2756829	3977	0.10849458	2756829	8241	0.23925206	2756829	9175	0.17825806	2756829	2473	0.045758005	2756829	4511	0.12498526	2756829	126889	0.9307371	2756829	9675	0.21643381	2756829	4895	0.14007288	2756829	17477	0.42555922	2756829	9913	0.22568537	2756829	2435	0.062559195	2756829	3454	0.09722728	2756829	28538	0.5045855	2756829	3484	0.11214334	2756829	23873	0.42486495	2756829	14899	0.37893355	2756829	52442	0.772547	2756829	6302	0.15537961	2756829	73353	0.7886419	2756829	48728	0.69482404	2756829	2259	0.057241853	2756829	2463	0.06307645	2756829	3739	0.06311273	2756829	21849	0.3860203	2756829	14474	0.35911766	2756829	1505	0.029741416	2756829	46727	0.63761735	2756829	64365	0.77122885	2756829	676	0.0026802532	2756829	8483	0.1782664	2756829	4738	0.09474291	2756829	23182	0.4123455	2756829	2372	0.060569588	2756829	4572	0.1374329	2756829	4206	0.11670147	2756829
nhnw_bin.377	0	0	1179562	12	0.0010554765	1179562	32	0.0016896102	1179562	0	0	1179562	0	0	1179562	0	0	1179562	32	0.0019498763	1179562	8	0.0007604518	1179562	0	0	1179562	0	0	1179562	0	0	1179562	0	0	1179562	0	0	1179562	50	0.0039735087	1179562	0	0	1179562	2	0.00006951733	1179562	423	0.014602878	1179562	8	0.00070280326	1179562	3	0.00021194307	1179562	0	0	1179562	2	0.00008223391	1179562	1	0.00012631807	1179562	30	0.0017023268	1179562	332	0.001824406	1179562	11	0.00038064976	1179562	5	0.00026280942	1179562	514	0.0013657612	1179562	0	0	1179562	79	0.0037556314	1179562	0	0	1179562	29642	0.9170938	1179562	0	0	1179562	13	0.0004620359	1179562	140	0.0038895793	1179562	5	0.00048492575	1179562	16	0.0014768194	1179562	3385	0.20335683	1179562	0	0	1179562	2	0.00005086634	1179562	6	0.00062989484	1179562	44155	0.9675973	1179562
nhnw_bin.378	2212	0.09448878	2057874	5287	0.21331675	2057874	22236	0.53628844	2057874	30810	0.6766585	2057874	2646	0.11017098	2057874	4552	0.17135938	2057874	11203	0.3746551	2057874	4007	0.16897827	2057874	72311	0.8602441	2057874	18064	0.35993895	2057874	7626	0.28066197	2057874	46738	0.7678337	2057874	23882	0.5776267	2057874	5136	0.19372177	2057874	7989	0.2960716	2057874	24965	0.6340981	2057874	17585	0.49338007	2057874	5672	0.21955961	2057874	15400	0.380776	2057874	6759	0.26024818	2057874	3470	0.11556879	2057874	29411	0.6945464	2057874	5120	0.2046583	2057874	7218	0.25659248	2057874	14151	0.3991435	2057874	948	0.031174406	2057874	34926	0.6862019	2057874	17323	0.5042427	2057874	22883	0.52020097	2057874	9571	0.30033568	2057874	8546	0.30991063	2057874	568	0.014800226	2057874	14128	0.35999143	2057874	5356	0.18130459	2057874	115227	0.9339211	2057874	19295	0.4988702	2057874	27231	0.6084323	2057874	6200	0.1930123	2057874	3990	0.15931442	2057874	9625	0.34534913	2057874	9330	0.31844708	2057874
nhnw_bin.379	191	0.005429522	1116857	247	0.0052414946	1116857	87232	0.96438664	1116857	60393	0.9608634	1116857	21345	0.7716046	1116857	13537	0.67115486	1116857	43433	0.9607076	1116857	13882	0.6798937	1116857	14784	0.5543136	1116857	13877	0.49072978	1116857	10890	0.56539017	1116857	2116	0.018056922	1116857	29454	0.81508106	1116857	119799	0.9366114	1116857	37232	0.94238025	1116857	196464	0.9749368	1116857	24979	0.842842	1116857	1896	0.14488694	1116857	19552	0.68480927	1116857	9012	0.55165434	1116857	5426	0.32571223	1116857	14098	0.708627	1116857	3393	0.08667985	1116857	127556	0.9799169	1116857	42302	0.933329	1116857	970	0.060020216	1116857	8400	0.30341843	1116857	9848	0.51484746	1116857	25715	0.8214498	1116857	27443	0.8455962	1116857	35076	0.8997392	1116857	861	0.055757362	1116857	167916	0.94272053	1116857	2372	0.013799439	1116857	90108	0.97638464	1116857	120153	0.9644305	1116857	5212	0.08777578	1116857	7240	0.3759792	1116857	18120	0.7449978	1116857	40432	0.9448157	1116857	394	0.012158226	1116857
nhnw_bin.37	9240	0.35745794	2021933	62651	0.9456322	2021933	86457	0.9562587	2021933	99389	0.97481966	2021933	11383	0.39504278	2021933	90734	0.97548187	2021933	2381	0.074081585	2021933	5802	0.21844047	2021933	677959	0.99985605	2021933	73480	0.8565887	2021933	82579	0.9753157	2021933	354198	0.99701524	2021933	67828	0.92747635	2021933	69956	0.9594967	2021933	9650	0.31039852	2021933	111618	0.9847809	2021933	27169	0.66184783	2021933	184600	0.9992606	2021933	152151	0.97648686	2021933	40978	0.8569735	2021933	21495	0.5382834	2021933	21964	0.665434	2021933	34644	0.7899688	2021933	58860	0.9125154	2021933	135034	0.9831631	2021933	4147	0.14018269	2021933	13860	0.4075407	2021933	92443	0.971321	2021933	199355	0.9897504	2021933	74725	0.938632	2021933	5689	0.22722365	2021933	5228	0.14793418	2021933	133796	0.9630527	2021933	95866	0.97389823	2021933	1098769	0.9971616	2021933	95925	0.97433645	2021933	357560	0.9918766	2021933	22562	0.55680823	2021933	88777	0.9767544	2021933	61880	0.7243499	2021933	24750	0.66351557	2021933
nhnw_bin.380	2823	0.1316313	1896874	11912	0.462434	1896874	3203	0.11702253	1896874	5711	0.21667227	1896874	31	0.0007449098	1896874	301	0.01256172	1896874	13565	0.47341362	1896874	1167	0.05912359	1896874	10190	0.34094304	1896874	2383	0.067307055	1896874	663	0.029183278	1896874	2196	0.080579944	1896874	1117	0.04190948	1896874	4233	0.18554527	1896874	170	0.006908208	1896874	2452	0.1093536	1896874	284	0.0075434637	1896874	6720	0.27544633	1896874	1755	0.06013209	1896874	306	0.017215166	1896874	459	0.018638033	1896874	1338	0.06582303	1896874	30829	0.7627686	1896874	4156	0.17604122	1896874	16260	0.48601067	1896874	379	0.016127586	1896874	454	0.015023138	1896874	4429	0.19115081	1896874	694	0.024588875	1896874	5344	0.20541902	1896874	6296	0.27489173	1896874	28	0.0007707418	1896874	6267	0.19178395	1896874	35350	0.7595755	1896874	7064	0.21973363	1896874	1277	0.048171885	1896874	258	0.0052054063	1896874	2363	0.086119056	1896874	2872	0.13675079	1896874	643	0.02892074	1896874	952	0.04398131	1896874
nhnw_bin.381	1438	0.115351096	1141593	67	0.0048064417	1141593	1544	0.045878872	1141593	481	0.016208053	1141593	11519	0.5899773	1141593	772	0.0516664	1141593	2136	0.11160282	1141593	1867	0.14339875	1141593	12834	0.5084991	1141593	5089	0.09881981	1141593	3969	0.14423968	1141593	9286	0.4524064	1141593	463	0.017584201	1141593	4211	0.13040636	1141593	56558	0.9767649	1141593	1724	0.043267608	1141593	3114	0.18769386	1141593	511	0.040690508	1141593	1120	0.033031035	1141593	711	0.052184097	1141593	2340	0.1457183	1141593	3372	0.25479132	1141593	535	0.027077952	1141593	2728	0.09306557	1141593	14726	0.5955056	1141593	1589	0.08719044	1141593	916	0.0294711	1141593	830	0.032034185	1141593	10125	0.44482228	1141593	226	0.011797549	1141593	25080	0.83585393	1141593	130	0.009731139	1141593	3464	0.16141392	1141593	470	0.018559154	1141593	10522	0.13711716	1141593	4086	0.1669369	1141593	329	0.016776556	1141593	573	0.010841868	1141593	1240	0.04857861	1141593	3871	0.2654904	1141593	2588	0.16138764	1141593
nhnw_bin.382	2605	0.029189676	2371078	202759	0.9416696	2371078	20938	0.07897927	2371078	384123	0.94714934	2371078	221282	0.9423397	2371078	196234	0.9748524	2371078	7330	0.039719064	2371078	35979	0.75132406	2371078	406004	0.9942596	2371078	9396	0.018052127	2371078	21840	0.37328	2371078	30187	0.07812058	2371078	180307	0.9864146	2371078	522714	0.9778966	2371078	35859	0.18600991	2371078	385899	0.9562794	2371078	12445	0.079758234	2371078	8084	0.057116635	2371078	369718	0.9832869	2371078	5537	0.05868217	2371078	3945	0.049140938	2371078	14727	0.3878219	2371078	273948	0.96173805	2371078	261027	0.99195427	2371078	20733	0.16602026	2371078	847	0.013889463	2371078	4449	0.054942943	2371078	140213	0.93906486	2371078	55952	0.6449421	2371078	106598	0.95959604	2371078	381238	0.94398415	2371078	240	0.0042605093	2371078	1469394	0.9917679	2371078	19775	0.08181131	2371078	86624	0.08531562	2371078	420738	0.9840655	2371078	4125471	0.9939137	2371078	73145	0.8498392	2371078	6117	0.035625145	2371078	6465	0.060096294	2371078	6626	0.02277403	2371078
nhnw_bin.383	7196	0.2540035	2430813	10578	0.32267433	2430813	8600	0.2424407	2430813	5174	0.13324185	2430813	7022	0.22858566	2430813	805	0.013549376	2430813	47501	0.8475724	2430813	7070	0.25276604	2430813	52158	0.77761924	2430813	10129	0.19035113	2430813	4944	0.16347699	2430813	55265	0.8311133	2430813	12280	0.34491834	2430813	16050	0.4530731	2430813	4497	0.16287802	2430813	3658	0.09682152	2430813	26029	0.5948824	2430813	2054	0.064382985	2430813	4582	0.11417168	2430813	1255	0.04859691	2430813	2587	0.077857904	2430813	6136	0.20548311	2430813	21006	0.5168415	2430813	10485	0.3141414	2430813	49008	0.7840698	2430813	1108	0.03441647	2430813	1674	0.03214727	2430813	15315	0.4340231	2430813	6666	0.18199384	2430813	7130	0.20398608	2430813	14438	0.42912105	2430813	289	0.0077434997	2430813	25631	0.4790784	2430813	66773	0.89628077	2430813	78734	0.91022223	2430813	5904	0.17304046	2430813	818	0.012191806	2430813	5906	0.16266821	2430813	7347	0.23373908	2430813	3708	0.1298438	2430813	16167	0.44763583	2430813
nhnw_bin.384	4205	0.15939334	2026308	6222	0.20991182	2026308	6929	0.1967307	2026308	3910	0.09973163	2026308	5047	0.19763678	2026308	3753	0.13880515	2026308	19235	0.5338216	2026308	3590	0.1420786	2026308	8924	0.17400514	2026308	1252	0.0171963	2026308	997	0.024993239	2026308	14181	0.39595956	2026308	2529	0.0667781	2026308	10142	0.31830552	2026308	2373	0.097057305	2026308	10927	0.37567735	2026308	5606	0.12372157	2026308	702	0.008135979	2026308	1768	0.03352649	2026308	728	0.025183734	2026308	908	0.028017951	2026308	1356	0.011933526	2026308	18108	0.4951789	2026308	2255	0.07884734	2026308	14689	0.3817692	2026308	491	0.015056447	2026308	1003	0.008857489	2026308	4291	0.15759894	2026308	729	0.014122729	2026308	18345	0.50208455	2026308	16924	0.5431637	2026308	125	0.0028534655	2026308	12009	0.2860572	2026308	14153	0.14043029	2026308	20449	0.47097036	2026308	3693	0.110909596	2026308	546	0.009429959	2026308	8615	0.25933373	2026308	2985	0.1088334	2026308	647	0.013548779	2026308	4205	0.14930554	2026308
nhnw_bin.385	302	0.0126228295	1965328	343878	0.99922204	1965328	5858	0.14610335	1965328	4203	0.13063367	1965328	20738	0.6066911	1965328	2348	0.07640353	1965328	1506	0.03137746	1965328	5180	0.22235729	1965328	16489	0.35811833	1965328	5667	0.11235224	1965328	12696	0.37850526	1965328	127431	0.99282306	1965328	4897	0.12777409	1965328	8004	0.2836473	1965328	3385	0.13179937	1965328	2544	0.08509318	1965328	2019	0.050587993	1965328	49234	0.8648414	1965328	2672	0.06586941	1965328	1094	0.037622217	1965328	2102	0.059002873	1965328	2301	0.069476955	1965328	2203	0.065448105	1965328	9046	0.28973892	1965328	5347	0.15498737	1965328	586	0.01962217	1965328	5329	0.15722312	1965328	2708	0.090116255	1965328	12716	0.22568294	1965328	2749	0.08954994	1965328	3427	0.13226698	1965328	387	0.010706101	1965328	3320	0.07253293	1965328	5358	0.16637528	1965328	39529	0.6511407	1965328	3211	0.08696716	1965328	7866	0.1688222	1965328	8475	0.24273862	1965328	6495	0.24735515	1965328	4597	0.16902064	1965328	3289	0.11619587	1965328
nhnw_bin.386	12	0.00034807916	953806	50	0.00036485406	953806	132	0.0021681557	953806	29	0.00054518424	953806	6	0.00020758939	953806	23938	0.89896584	953806	61	0.0010327047	953806	7	0.000328159	953806	33	0.00047913307	953806	15	0.000342837	953806	20	0.0007401924	953806	71	0.00037324152	953806	42	0.00043509895	953806	11	0.00057663716	953806	80154	0.9978853	953806	95	0.0005986542	953806	58	0.0006017995	953806	15	0.0008555199	953806	30	0.00065212423	953806	18	0.00037743524	953806	6	0.000095407246	953806	20	0.0014017526	953806	27	0.00037848367	953806	63	0.0019029027	953806	42	0.00065212423	953806	0	0	953806	22	0.00037324152	953806	11	0.0003596119	953806	25	0.0005598623	953806	30	0.0006311556	953806	16	0.00037324152	953806	2	0.00007968077	953806	315	0.00073599874	953806	370	0.004689633	953806	715	0.0037397542	953806	22	0.00061857444	953806	25	0.0004560676	953806	26	0.0003659025	953806	15	0.000342837	953806	11	0.00048437522	953806	23	0.0011123855	953806
nhnw_bin.387	3959	0.14180532	2179756	11815	0.3561004	2179756	92084	0.95110786	2179756	127515	0.98643106	2179756	8106	0.25602406	2179756	16626	0.46549842	2179756	49844	0.852361	2179756	7145	0.24112469	2179756	181116	0.9909233	2179756	5484	0.074674875	2179756	25305	0.63761264	2179756	141897	0.98265404	2179756	274243	0.9963918	2179756	39762	0.7679786	2179756	41487	0.8230692	2179756	108652	0.9808662	2179756	7346	0.19701013	2179756	10704	0.29262403	2179756	8906	0.22082289	2179756	8045	0.27726635	2179756	9319	0.24465169	2179756	72502	0.9404034	2179756	23526	0.5773949	2179756	34712	0.7110672	2179756	35527	0.63851094	2179756	221	0.005235907	2179756	27228	0.6067349	2179756	85132	0.9468578	2179756	5388	0.10973614	2179756	95766	0.9520873	2179756	10329	0.27420133	2179756	662	0.015681572	2179756	102428	0.92779744	2179756	67387	0.8808426	2179756	907308	0.9989632	2179756	51450	0.82812434	2179756	216066	0.9956509	2179756	15106	0.36492386	2179756	25235	0.6148271	2179756	50926	0.8783052	2179756	11329	0.27612126	2179756
nhnw_bin.388	3140	0.100968	2862392	8633	0.25445747	2862392	111418	0.9160978	2862392	17492	0.41085428	2862392	9397	0.23613153	2862392	5450	0.15616938	2862392	5919	0.16910228	2862392	3275	0.10356548	2862392	10063	0.23333666	2862392	29902	0.424169	2862392	315910	0.99553627	2862392	30568	0.56990933	2862392	125069	0.9273957	2862392	19132	0.44346547	2862392	8660	0.24054638	2862392	17437	0.43060768	2862392	5776	0.15967484	2862392	9050	0.24554673	2862392	787	0.017530793	2862392	15712	0.40897647	2862392	8274	0.18665718	2862392	10156	0.29688737	2862392	6435	0.18924522	2862392	11475	0.2637207	2862392	45898	0.68298894	2862392	5721	0.13457067	2862392	21537	0.43689263	2862392	5788	0.1689786	2862392	17983	0.35264808	2862392	51803	0.74602675	2862392	10232	0.28252944	2862392	118	0.0021394694	2862392	74397	0.7849355	2862392	70	0.00079548854	2862392	173344	0.92869776	2862392	10493	0.2513038	2862392	457	0.010988362	2862392	15831	0.3273472	2862392	78265	0.72468513	2862392	4159	0.12862214	2862392	7491	0.20406778	2862392
nhnw_bin.389	896	0.039372727	2252803	80	0.0039168983	2252803	27524	0.57349974	2252803	7122	0.23968363	2252803	10468	0.34417745	2252803	9279	0.30823424	2252803	6	0.000077681005	2252803	8141	0.30880907	2252803	48764	0.7725074	2252803	12946	0.27023935	2252803	0	0	2252803	0	0	2252803	14372	0.38507274	2252803	1709	0.0655459	2252803	0	0	2252803	10798	0.3651247	2252803	5599	0.19114321	2252803	4	0.00017933214	2252803	0	0	2252803	23937	0.64504755	2252803	21964	0.51072687	2252803	681	0.031599745	2252803	273	0.011664135	2252803	66	0.0024835726	2252803	11337	0.3205642	2252803	1188	0.042303745	2252803	238	0.0077925143	2252803	18873	0.50707453	2252803	2763	0.08731345	2252803	23858	0.5541927	2252803	14268	0.45973837	2252803	0	0	2252803	2	0.000029740728	2252803	0	0	2252803	11	0.00012695296	2252803	3312	0.10659166	2252803	0	0	2252803	2	0.000038174665	2252803	0	0	2252803	0	0	2252803	17469	0.50094527	2252803
nhnw_bin.38	11208	0.4175622	1883444	28281	0.7489201	1883444	20960	0.55097896	1883444	141365	0.992999	1883444	5859	0.2213116	1883444	10596	0.372182	1883444	32885	0.76486534	1883444	7241	0.28701994	1883444	78188	0.9393112	1883444	15287	0.34165284	1883444	6960	0.24918182	1883444	71936	0.92397064	1883444	39424	0.80530983	1883444	50301	0.90525174	1883444	2497	0.051482815	1883444	121261	0.99209744	1883444	58745	0.91400963	1883444	70023	0.9559849	1883444	23752	0.5664437	1883444	15299	0.54565465	1883444	7899	0.27003458	1883444	25142	0.70294154	1883444	83600	0.97065854	1883444	11613	0.3643639	1883444	93604	0.97003996	1883444	4367	0.15183781	1883444	10821	0.2933615	1883444	5721	0.1778768	1883444	20638	0.54081035	1883444	49744	0.8675007	1883444	24646	0.68909293	1883444	318	0.008241816	1883444	17680	0.37876678	1883444	177139	0.9939138	1883444	218575	0.99650747	1883444	16261	0.48377335	1883444	2545	0.059879135	1883444	6398	0.1895071	1883444	13892	0.4599165	1883444	6526	0.22768874	1883444	13190	0.43301687	1883444
nhnw_bin.390	11548	0.3765844	2373367	29820	0.6833195	2373367	30120	0.6282783	2373367	110003	0.9607305	2373367	12391	0.3743909	2373367	7981	0.26013508	2373367	13856	0.40125483	2373367	10219	0.3453406	2373367	39019	0.6789207	2373367	9521	0.19992904	2373367	5200	0.17719552	2373367	110515	0.95525134	2373367	12236	0.3339964	2373367	59471	0.8805018	2373367	681	0.019211946	2373367	45124	0.81184876	2373367	73163	0.87177414	2373367	1658	0.06257102	2373367	21655	0.466458	2373367	11499	0.3794963	2373367	11538	0.31686166	2373367	44724	0.8313169	2373367	44889	0.79917896	2373367	6755	0.21648021	2373367	124695	0.9130299	2373367	2417	0.0739224	2373367	3237	0.09540876	2373367	6476	0.20849156	2373367	28103	0.59043884	2373367	31469	0.6493391	2373367	40348	0.7925264	2373367	121	0.0035207365	2373367	2380	0.04356174	2373367	31769	0.6414246	2373367	120296	0.9582943	2373367	17796	0.4590428	2373367	4880	0.14237705	2373367	3963	0.116484724	2373367	18278	0.5151702	2373367	9448	0.31419286	2373367	3332	0.11212088	2373367
nhnw_bin.391	3528	0.16311286	1912087	8876	0.347127	1912087	10309	0.35355085	1912087	22951	0.6346505	1912087	2335	0.098832324	1912087	5299	0.2204157	1912087	5166	0.19459052	1912087	5925	0.25356692	1912087	19486	0.51269686	1912087	3645	0.08963714	1912087	1887	0.07695518	1912087	15591	0.44685048	1912087	5611	0.2027732	1912087	53898	0.9224172	1912087	1237	0.051965207	1912087	31674	0.77966744	1912087	8082	0.27990568	1912087	4074	0.17671737	1912087	2068	0.06348665	1912087	1686	0.082314245	1912087	1410	0.053189002	1912087	7646	0.32313958	1912087	33256	0.7800518	1912087	5949	0.23222688	1912087	21847	0.5859362	1912087	241	0.010212402	1912087	2306	0.04974355	1912087	12296	0.44021115	1912087	1610	0.0495877	1912087	10586	0.35542473	1912087	10420	0.3944444	1912087	167	0.004217381	1912087	11616	0.3109775	1912087	16337	0.4717782	1912087	24147	0.58219737	1912087	8429	0.30234817	1912087	1437	0.04154832	1912087	4015	0.13777721	1912087	6072	0.2643363	1912087	3160	0.13529615	1912087	4086	0.15405105	1912087
nhnw_bin.392	343	0.013415975	2438660	4117	0.14840814	2438660	8162	0.25254443	2438660	4622	0.14695735	2438660	669	0.024513872	2438660	4063	0.14518178	2438660	12752	0.40742704	2438660	53	0.0019047345	2438660	2904	0.07457005	2438660	209	0.0030311728	2438660	2538	0.08983499	2438660	6324	0.1808936	2438660	3545	0.114558406	2438660	52983	0.87283057	2438660	199	0.0062960805	2438660	5025	0.17684425	2438660	1205	0.037919596	2438660	1161	0.042987544	2438660	226	0.0033358485	2438660	42	0.0015123059	2438660	61	0.0018637284	2438660	193	0.0065966556	2438660	27022	0.63970333	2438660	7966	0.26112127	2438660	717	0.016577136	2438660	2	0.0001238385	2438660	3115	0.10340269	2438660	280	0.0070436224	2438660	413	0.011455881	2438660	917	0.028369678	2438660	208	0.0050117685	2438660	122	0.0028261421	2438660	9836	0.22867025	2438660	65082	0.89407134	2438660	41107	0.7257596	2438660	8784	0.26295385	2438660	3249	0.09806656	2438660	1096	0.030956345	2438660	8018	0.28204137	2438660	408	0.014582189	2438660	3092	0.1115424	2438660
nhnw_bin.393	1050	0.059994906	1346481	864	0.05379207	1346481	22237	0.71271634	1346481	11940	0.50625074	1346481	880	0.037898045	1346481	1915	0.100648284	1346481	3388	0.18732311	1346481	697	0.03478772	1346481	6659	0.23493685	1346481	14657	0.44131777	1346481	3023	0.16491061	1346481	9663	0.36312136	1346481	27902	0.8241557	1346481	10200	0.47265947	1346481	2586	0.15885408	1346481	11829	0.5395598	1346481	12872	0.5579269	1346481	1518	0.06312306	1346481	2063	0.086770624	1346481	2902	0.17612948	1346481	1640	0.081664726	1346481	12497	0.5915932	1346481	1919	0.11666633	1346481	5023	0.2598685	1346481	18789	0.6663518	1346481	515	0.028041242	1346481	19094	0.67464006	1346481	5608	0.29362464	1346481	5862	0.24639635	1346481	5343	0.25567237	1346481	4636	0.25067267	1346481	154	0.0075351973	1346481	32468	0.768778	1346481	4324	0.20541842	1346481	84989	0.9864588	1346481	14071	0.57116145	1346481	20270	0.70205593	1346481	1107	0.051052336	1346481	1373	0.06351817	1346481	9352	0.48537856	1346481	3933	0.2175144	1346481
nhnw_bin.394	5110	0.20112075	2169264	11479	0.39791745	2169264	899	0.02656385	2169264	2923	0.09776864	2169264	2852	0.10279846	2169264	896	0.03139959	2169264	7123	0.2266437	2169264	1342	0.059925392	2169264	6912	0.19019353	2169264	4806	0.109361514	2169264	1476	0.050867945	2169264	17994	0.42173427	2169264	2948	0.103363626	2169264	4128	0.15787797	2169264	855	0.03150147	2169264	2760	0.10038151	2169264	21868	0.5457565	2169264	8435	0.27745953	2169264	10311	0.2117156	2169264	1364	0.058902465	2169264	1448	0.045921568	2169264	3872	0.1520041	2169264	21309	0.5716077	2169264	1269	0.044694882	2169264	15552	0.4048212	2169264	1031	0.03158214	2169264	514	0.014320525	2169264	4761	0.15033394	2169264	2646	0.07993218	2169264	4458	0.149955	2169264	6050	0.2284595	2169264	129	0.0036205829	2169264	17808	0.3990455	2169264	37827	0.73165876	2169264	6049	0.16589543	2169264	2053	0.06359208	2169264	706	0.017598595	2169264	4036	0.12671302	2169264	2792	0.10557083	2169264	396	0.015793376	2169264	2978	0.10349178	2169264
nhnw_bin.395	4621	0.24238107	1282332	519	0.023781672	1282332	14772	0.5540211	1282332	9787	0.39139083	1282332	859	0.019103477	1282332	1855	0.059929878	1282332	5462	0.23936781	1282332	1047	0.031436477	1282332	9750	0.14175814	1282332	3417	0.104019865	1282332	6745	0.30744222	1282332	6874	0.102830626	1282332	12566	0.49175644	1282332	14757	0.6227389	1282332	3804	0.10932894	1282332	49189	0.9550982	1282332	13553	0.57331955	1282332	1317	0.030379029	1282332	2175	0.07716566	1282332	1876	0.10247892	1282332	1283	0.06278093	1282332	6934	0.33418724	1282332	858	0.032554753	1282332	4147	0.12738588	1282332	7470	0.32593587	1282332	121	0.0068929107	1282332	21403	0.28043127	1282332	2161	0.089354396	1282332	7459	0.28259686	1282332	2223	0.07181525	1282332	2141	0.0789117	1282332	129	0.0053090774	1282332	61952	0.93322164	1282332	2526	0.115612805	1282332	63570	0.948525	1282332	23870	0.7341313	1282332	15296	0.46791938	1282332	965	0.016824037	1282332	2248	0.061678253	1282332	4354	0.19068073	1282332	1514	0.049261034	1282332
