genome,completeness,contamination,location,length,N50,centrality
EHA05391_bin.680.fa.gz,76.81,5.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.680.fa.gz,1184352.0,2419.0,0.0
EHA05391_bin.144.fa.gz,82.0,8.77,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.144.fa.gz,2249708.0,27576.0,0.9912120000000001
EHA05391_bin.687.fa.gz,72.05,3.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.687.fa.gz,972168.0,2703.0,0.0
EHA05391_bin.161.fa.gz,97.75,1.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.161.fa.gz,1496706.0,19584.0,0.0
EHA05391_bin.425.fa.gz,96.49,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.425.fa.gz,1428870.0,25157.0,0.0
EHA05391_bin.207.fa.gz,89.08,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.207.fa.gz,1913240.0,5026.0,0.0
EHA05391_bin.481.fa.gz,87.64,3.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.481.fa.gz,1810667.0,40153.0,0.0
EHA05391_bin.433.fa.gz,94.86,1.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.433.fa.gz,1883099.0,104439.0,0.0
EHA05391_bin.609.fa.gz,90.48,2.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.609.fa.gz,797520.0,5514.0,0.0
EHA05391_bin.320.fa.gz,96.69,0.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.320.fa.gz,4080224.0,26610.0,0.0
EHA05391_bin.146.fa.gz,97.32,5.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.146.fa.gz,1780740.0,11480.0,0.0
EHA05391_bin.109.fa.gz,97.54,2.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.109.fa.gz,2126297.0,10443.0,0.0
EHA05391_bin.285.fa.gz,97.79,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.285.fa.gz,1612119.0,32110.0,0.0
EHA05391_bin.608.fa.gz,99.95,0.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.608.fa.gz,935326.0,4331.0,0.0
EHA05391_bin.523.fa.gz,100.0,3.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.523.fa.gz,970045.0,72295.0,0.0
EHA05391_bin.411.fa.gz,97.05,0.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.411.fa.gz,1777036.0,28512.0,0.0
EHA05391_bin.255.fa.gz,84.8,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.255.fa.gz,1747454.0,55206.0,0.0
EHA05391_bin.259.fa.gz,79.78,1.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.259.fa.gz,1131939.0,54607.0,0.0
EHA05391_bin.548.fa.gz,87.15,2.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.548.fa.gz,2480968.0,30975.0,0.986637
EHA05391_bin.101.fa.gz,83.81,0.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.101.fa.gz,1342825.0,4186.0,0.0
EHA05391_bin.423.fa.gz,99.87,0.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.423.fa.gz,1489648.0,3465.0,0.0
EHA05391_bin.428.fa.gz,59.74,6.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.428.fa.gz,,,0.0
EHA05391_bin.22.fa.gz,93.25,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.22.fa.gz,1451735.0,50086.0,0.0
EHA05391_bin.569.fa.gz,91.73,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.569.fa.gz,2174388.0,19649.0,0.0
EHA05391_bin.642.fa.gz,71.69,3.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.642.fa.gz,1121586.0,3502.0,0.0
EHA05391_bin.317.fa.gz,71.88,1.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.317.fa.gz,1405266.0,69479.0,0.0
EHA05391_bin.688.fa.gz,78.04,5.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.688.fa.gz,1716077.0,2899.0,0.0
EHA05391_bin.227.fa.gz,80.27,0.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.227.fa.gz,2716922.0,9869.0,0.0
EHA05391_bin.125.fa.gz,99.66,1.82,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.125.fa.gz,890271.0,97691.0,0.0
EHA05391_bin.601.fa.gz,53.36,0.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.601.fa.gz,,,0.0
EHA05391_bin.394.fa.gz,57.47,1.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.394.fa.gz,,,0.0
EHA05391_bin.173.fa.gz,80.25,0.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.173.fa.gz,1230502.0,17822.0,0.0
EHA05391_bin.686.fa.gz,59.63,4.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.686.fa.gz,,,0.0
EHA05391_bin.485.fa.gz,89.94,4.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.485.fa.gz,1756531.0,55514.0,0.0
EHA05391_bin.624.fa.gz,58.35,6.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.624.fa.gz,,,0.0
EHA05391_bin.254.fa.gz,96.46,4.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.254.fa.gz,1674800.0,26227.0,0.0
EHA05391_bin.602.fa.gz,87.8,3.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.602.fa.gz,969484.0,2950.0,0.0
EHA05391_bin.653.fa.gz,52.21,0.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.653.fa.gz,,,0.0
EHA05391_bin.108.fa.gz,99.32,4.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.108.fa.gz,2780758.0,55467.0,0.0
EHA05391_bin.421.fa.gz,79.46,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.421.fa.gz,2525334.0,31357.0,0.0
EHA05391_bin.50.fa.gz,90.86,0.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.50.fa.gz,1865200.0,33029.0,0.0
EHA05391_bin.434.fa.gz,95.15,0.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.434.fa.gz,2803349.0,56651.0,0.0
EHA05391_bin.181.fa.gz,65.38,0.82,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.181.fa.gz,,,0.0
EHA05391_bin.11.fa.gz,61.2,1.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.11.fa.gz,,,0.0
EHA05391_bin.535.fa.gz,92.56,3.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.535.fa.gz,1154581.0,27924.0,0.0
EHA05391_bin.213.fa.gz,93.22,1.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.213.fa.gz,2148699.0,11944.0,0.0
EHA05391_bin.366.fa.gz,85.61,2.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.366.fa.gz,1717546.0,31146.0,0.0
EHA05391_bin.441.fa.gz,80.96,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.441.fa.gz,2118116.0,39168.0,0.0
EHA05391_bin.190.fa.gz,99.77,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.190.fa.gz,1170828.0,43356.0,0.994424
EHA05391_bin.375.fa.gz,79.66,2.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.375.fa.gz,3569722.0,26798.0,0.0
EHA05391_bin.587.fa.gz,96.29,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.587.fa.gz,1603789.0,2710.0,0.0
EHA05391_bin.482.fa.gz,82.52,5.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.482.fa.gz,1533651.0,27122.0,0.0
EHA05391_bin.268.fa.gz,89.25,0.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.268.fa.gz,1669760.0,4035.0,0.0
EHA05391_bin.179.fa.gz,91.97,6.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.179.fa.gz,920572.0,3818.0,0.0
EHA05391_bin.281.fa.gz,93.57,1.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.281.fa.gz,1708237.0,49343.0,0.0
EHA05391_bin.429.fa.gz,86.98,3.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.429.fa.gz,1556458.0,73936.0,0.0
EHA05391_bin.336.fa.gz,93.09,0.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.336.fa.gz,2187727.0,35848.0,0.0
EHA05391_bin.2.fa.gz,70.27,1.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.2.fa.gz,2860213.0,2095.0,0.0
EHA05391_bin.694.fa.gz,50.0,5.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.694.fa.gz,,,0.0
EHA05391_bin.29.fa.gz,77.79,0.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.29.fa.gz,2302132.0,63282.0,0.0
EHA05391_bin.13.fa.gz,80.64,1.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.13.fa.gz,2237012.0,21539.0,0.0
EHA05391_bin.327.fa.gz,87.72,2.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.327.fa.gz,1070668.0,39225.0,0.0
EHA05391_bin.171.fa.gz,93.48,0.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.171.fa.gz,1046700.0,4785.0,0.0
EHA05391_bin.265.fa.gz,72.58,0.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.265.fa.gz,2364161.0,15644.0,0.0
EHA05391_bin.384.fa.gz,80.81,3.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.384.fa.gz,1949710.0,75497.0,0.0
EHA05391_bin.473.fa.gz,96.32,0.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.473.fa.gz,1604052.0,7777.0,0.0
EHA05391_bin.480.fa.gz,86.57,4.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.480.fa.gz,1703773.0,4167.0,0.0
EHA05391_bin.81.fa.gz,93.73,2.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.81.fa.gz,1126779.0,3516.0,0.0
EHA05391_bin.114.fa.gz,51.98,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.114.fa.gz,,,0.0
EHA05391_bin.393.fa.gz,100.0,1.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.393.fa.gz,2385207.0,26055.0,0.0
EHA05391_bin.598.fa.gz,100.0,1.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.598.fa.gz,2856946.0,24994.0,0.9870135
EHA05391_bin.45.fa.gz,98.85,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.45.fa.gz,2406077.0,7104.0,0.0
EHA05391_bin.286.fa.gz,70.59,1.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.286.fa.gz,2090259.0,20372.0,0.0
EHA05391_bin.463.fa.gz,97.47,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.463.fa.gz,1954337.0,24758.0,0.0
EHA05391_bin.483.fa.gz,92.29,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.483.fa.gz,1870787.0,4325.0,0.0
EHA05391_bin.184.fa.gz,90.33,5.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.184.fa.gz,1188489.0,46763.0,0.0
EHA05391_bin.616.fa.gz,68.9,4.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.616.fa.gz,,,0.0
EHA05391_bin.83.fa.gz,69.63,2.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.83.fa.gz,,,0.0
EHA05391_bin.128.fa.gz,68.19,1.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.128.fa.gz,,,0.0
EHA05391_bin.107.fa.gz,91.97,3.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.107.fa.gz,2265766.0,8011.0,0.0
EHA05391_bin.284.fa.gz,96.51,0.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.284.fa.gz,2423183.0,67933.0,0.0
EHA05391_bin.306.fa.gz,91.81,0.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.306.fa.gz,1730363.0,58398.0,0.0
EHA05391_bin.10.fa.gz,81.77,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.10.fa.gz,2766665.0,49173.0,0.0
EHA05391_bin.57.fa.gz,96.24,0.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.57.fa.gz,3506534.0,131308.0,0.0
EHA05391_bin.656.fa.gz,68.76,0.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.656.fa.gz,,,0.0
EHA05391_bin.373.fa.gz,90.07,4.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.373.fa.gz,2117713.0,89691.0,0.0
EHA05391_bin.438.fa.gz,99.99,0.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.438.fa.gz,1350260.0,4183.0,0.0
EHA05391_bin.440.fa.gz,97.57,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.440.fa.gz,2253629.0,91039.0,0.0
EHA05391_bin.3.fa.gz,77.22,1.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.3.fa.gz,2108391.0,100326.0,0.0
EHA05391_bin.226.fa.gz,92.18,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.226.fa.gz,1599492.0,8585.0,0.0
EHA05391_bin.157.fa.gz,76.39,1.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.157.fa.gz,2954239.0,30273.0,0.9834930000000001
EHA05391_bin.236.fa.gz,78.19,4.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.236.fa.gz,2716709.0,10593.0,0.0
EHA05391_bin.192.fa.gz,91.36,4.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.192.fa.gz,2310963.0,34124.0,0.0
EHA05391_bin.302.fa.gz,97.07,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.302.fa.gz,2297319.0,28265.0,0.0
EHA05391_bin.488.fa.gz,65.57,0.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.488.fa.gz,,,0.0
EHA05391_bin.514.fa.gz,88.33,2.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.514.fa.gz,2485723.0,5501.0,0.0
EHA05391_bin.261.fa.gz,96.54,3.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.261.fa.gz,2619351.0,20184.0,0.0
EHA05391_bin.627.fa.gz,99.42,1.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.627.fa.gz,1325692.0,2558.0,0.0
EHA05391_bin.106.fa.gz,60.61,3.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.106.fa.gz,,,0.0
EHA05391_bin.648.fa.gz,58.41,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.648.fa.gz,,,0.0
EHA05391_bin.159.fa.gz,90.53,1.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.159.fa.gz,2262626.0,35676.0,0.0
EHA05391_bin.41.fa.gz,86.14,2.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.41.fa.gz,1698781.0,4530.0,0.0
EHA05391_bin.581.fa.gz,82.81,2.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.581.fa.gz,1037952.0,14337.0,0.0
EHA05391_bin.18.fa.gz,83.08,8.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.18.fa.gz,2567033.0,37438.0,0.0
EHA05391_bin.55.fa.gz,80.55,5.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.55.fa.gz,2351823.0,62072.0,0.0
EHA05391_bin.588.fa.gz,88.84,4.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.588.fa.gz,1858768.0,5061.0,0.0
EHA05391_bin.446.fa.gz,82.63,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.446.fa.gz,2249936.0,47325.0,0.0
EHA05391_bin.12.fa.gz,92.06,0.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.12.fa.gz,1759755.0,3671.0,0.0
EHA05415_bin.276.fa.gz,90.38,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.276.fa.gz,1206956.0,6399.0,0.0
EHA05415_bin.382.fa.gz,58.55,0.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.382.fa.gz,,,0.0
EHA05415_bin.439.fa.gz,82.63,8.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.439.fa.gz,2113308.0,46313.0,0.0
EHA05415_bin.261.fa.gz,92.59,0.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.261.fa.gz,1582953.0,114428.0,0.0
EHA05415_bin.257.fa.gz,80.2,2.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.257.fa.gz,1615670.0,48040.0,0.0
EHA05415_bin.437.fa.gz,92.49,4.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.437.fa.gz,1408408.0,21576.0,0.0
EHA05415_bin.229.fa.gz,90.99,0.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.229.fa.gz,1582342.0,25566.0,0.0
EHA05415_bin.389.fa.gz,51.83,0.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.389.fa.gz,,,0.0
EHA05415_bin.463.fa.gz,93.5,2.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.463.fa.gz,878998.0,101268.0,0.0
EHA05415_bin.73.fa.gz,79.02,1.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.73.fa.gz,1540459.0,56789.0,0.0
EHA05415_bin.76.fa.gz,76.79,1.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.76.fa.gz,1774860.0,7671.0,0.0
EHA05415_bin.326.fa.gz,84.4,5.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.326.fa.gz,971011.0,79202.0,0.994425
EHA05415_bin.287.fa.gz,94.16,0.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.287.fa.gz,1788006.0,51561.0,0.0
EHA05415_bin.87.fa.gz,93.71,0.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.87.fa.gz,1262229.0,8628.0,0.0
EHA05415_bin.436.fa.gz,96.79,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.436.fa.gz,1460947.0,16375.0,0.0
EHA05415_bin.53.fa.gz,56.87,2.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.53.fa.gz,,,0.0
EHA05415_bin.105.fa.gz,74.59,0.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.105.fa.gz,1432593.0,44493.0,0.0
EHA05415_bin.397.fa.gz,62.8,2.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.397.fa.gz,,,0.0
EHA05415_bin.331.fa.gz,64.15,0.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.331.fa.gz,,,0.0
EHA05415_bin.394.fa.gz,75.59,3.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.394.fa.gz,893481.0,7224.0,0.0
EHA05415_bin.231.fa.gz,76.74,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.231.fa.gz,2028072.0,15194.0,0.0
EHA05415_bin.22.fa.gz,98.57,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.22.fa.gz,4203786.0,147089.0,0.0
EHA05415_bin.259.fa.gz,95.88,8.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.259.fa.gz,1581941.0,44352.0,0.992355
EHA05415_bin.305.fa.gz,89.13,1.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.305.fa.gz,1009255.0,70088.0,0.0
EHA05415_bin.122.fa.gz,96.26,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.122.fa.gz,1196297.0,36772.0,0.0
EHA05415_bin.92.fa.gz,66.41,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.92.fa.gz,,,0.0
EHA05415_bin.75.fa.gz,51.06,1.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.75.fa.gz,,,0.0
EHA05415_bin.61.fa.gz,89.08,0.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.61.fa.gz,1210384.0,6309.0,0.0
EHA05415_bin.11.fa.gz,98.46,0.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.11.fa.gz,2462158.0,48453.0,0.0
EHA05415_bin.134.fa.gz,94.21,3.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.134.fa.gz,2321275.0,40717.0,0.0
EHA05415_bin.243.fa.gz,98.83,0.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.243.fa.gz,2151579.0,99909.0,0.0
EHA05415_bin.408.fa.gz,70.54,1.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.408.fa.gz,1510691.0,5505.0,0.0
EHA05415_bin.1.fa.gz,99.82,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.1.fa.gz,1814002.0,53424.0,0.0
EHA05415_bin.84.fa.gz,95.11,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.84.fa.gz,1255304.0,5920.0,0.0
EHA05415_bin.359.fa.gz,89.54,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.359.fa.gz,1287610.0,7072.0,0.0
EHA05415_bin.245.fa.gz,88.78,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.245.fa.gz,1185956.0,24157.0,0.0
EHA05415_bin.29.fa.gz,97.08,2.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.29.fa.gz,2013523.0,52145.0,0.0
EHA05415_bin.137.fa.gz,89.71,1.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.137.fa.gz,1895110.0,23222.0,0.0
EHA05415_bin.251.fa.gz,78.2,1.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.251.fa.gz,2143517.0,41770.0,0.0
EHA05415_bin.309.fa.gz,87.69,0.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.309.fa.gz,807492.0,31580.0,0.0
EHA05415_bin.234.fa.gz,79.44,1.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.234.fa.gz,1641651.0,54863.0,0.0
EHA05415_bin.392.fa.gz,63.7,5.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.392.fa.gz,,,0.0
EHA05415_bin.176.fa.gz,80.92,2.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.176.fa.gz,1473655.0,39247.0,0.0
EHA05415_bin.341.fa.gz,100.0,0.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.341.fa.gz,2216519.0,74704.0,0.0
EHA05415_bin.318.fa.gz,99.54,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.318.fa.gz,1103726.0,7864.0,0.0
EHA05415_bin.115.fa.gz,96.13,0.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.115.fa.gz,1939004.0,32637.0,0.0
EHA05415_bin.28.fa.gz,62.55,0.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.28.fa.gz,,,0.0
EHA05415_bin.45.fa.gz,97.03,0.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.45.fa.gz,2880686.0,75583.0,0.0
EHA05415_bin.205.fa.gz,96.68,3.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.205.fa.gz,1223513.0,15658.0,0.0
EHA05415_bin.457.fa.gz,79.98,3.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.457.fa.gz,1990755.0,49129.0,0.0
EHA05415_bin.152.fa.gz,78.11,0.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.152.fa.gz,1638656.0,83204.0,0.0
EHA05415_bin.344.fa.gz,72.03,0.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.344.fa.gz,1750145.0,27580.0,0.0
EHA05415_bin.3.fa.gz,100.0,0.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.3.fa.gz,2447401.0,55121.0,0.0
